radius_mean,texture_mean,smoothness_mean,concavity_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,compactness_worst,concave points_worst,symmetry_worst,fractal_dimension_worst,diagnosis
17.946485939440826,20.004086093205295,0.08406851117747542,0.07319286887158505,0.21236603421259376,0.050289940298062816,0.5492843700101628,1.210693354722611,0.004041707436866473,0.008570001945697125,0.022946169111121257,0.009893743744453069,0.04984687592408839,0.0019084795848359408,0.12210102105371914,0.11914624430771155,0.48652525016277404,0.06126050464248561,0
24.891165065480095,19.012978189584146,0.1317900547626305,0.3878102325045888,0.23521794724523065,0.06549485953038546,1.2862384617095506,2.136981317512916,0.01598216170567034,0.0739599914914475,0.090915679949341,0.016859690334048986,0.0358871815889056,0.007063404543942014,0.49774408485525684,0.24680755765296544,0.3424746790976138,0.08358175028903349,0
20.173489048696048,23.962042170628504,0.1271097155904292,0.3647582118132105,0.2858470055481165,0.0809331255302713,0.9418498496438243,1.8747271657204343,0.01020521712944063,0.06682860771197699,0.10674086531086877,0.025454700554811645,0.07521777802476907,0.005982731709700744,0.596339035593496,0.24656788165243249,0.5284749983352479,0.09928189767828276,0
11.788787140402448,17.017301524304546,0.10645937156477639,0.1269212968240082,0.23811395421547982,0.07067131504906328,0.4108885806770955,1.6163382916684532,0.0054743743317996595,0.028963151244408025,0.03702354328476632,0.017277878676351482,0.04491857001277995,0.00410883656338485,0.316845281924759,0.1542910608060305,0.470989962419227,0.09351111756557122,0
20.397898415946212,21.489321994304927,0.10316641418999441,0.1878159362832368,0.21132567544805334,0.06052554749945041,0.6186692453492573,1.0304440820502272,0.006508147721792343,0.027213191999588614,0.036312686415329136,0.014938951543982568,0.02177849717462542,0.0035881733469740893,0.3590025391580801,0.21721854587621248,0.4184980421846978,0.08952587365424591,0
17.766252539090985,20.67289356084207,0.10312760004076461,0.12567227808286813,0.2016191829164624,0.060754605423521534,0.7705281256354976,1.503780646973139,0.007601359384503472,0.024683116239991146,0.03933280850100418,0.016726313223655427,0.02622976538683338,0.003928520439769399,0.2256698100748347,0.15757227808286814,0.30898700995254086,0.07618329016859332,0
14.918576552708469,16.62142344729153,0.1153084527524454,0.1669648099468693,0.2141296373046831,0.06734833939874907,0.42285206770051026,0.9404702930515387,0.006937009716031115,0.02591559662885497,0.030404809423334164,0.012788727516458556,0.01596346694296859,0.0038520483536926184,0.44799162473229165,0.20250736884270779,0.356129799238535,0.10586096707385237,0
15.460532714377274,19.48014846138383,0.1091846997444429,0.14655728678656976,0.19308838507997092,0.057956463125855805,0.4745384988466121,0.7861009468495257,0.00624399972434084,0.014846279043233764,0.028135999586511258,0.01093625284416603,0.013971336152454472,0.002460551995941736,0.2393695217512019,0.1514005239813547,0.28368366924777866,0.08017574770715229,0
18.856653334304784,28.484957481880855,0.09543886940342985,0.17508734370834508,0.18236653334304784,0.061102791409112844,0.6681462750592426,1.1520065037695466,0.005723513763849142,0.03705720371854532,0.03799058029719219,0.013614562298503649,0.016667503781550245,0.0042135207718253884,0.47254032082531094,0.1952170585169534,0.28773196591761463,0.09674437222748425,0
20.30387719473469,27.1583859704516,0.09655024557186842,0.16118473679292966,0.1731917541446088,0.058765824537211374,0.8246068395498277,1.6564333293597189,0.007293335068393853,0.03798750862428998,0.05084040337045849,0.020517982374463638,0.02901768407419121,0.003817212272794092,0.31965175401573487,0.19546333300040888,0.2991536837391188,0.07865221056565627,0
18.972528541156322,24.653295278458234,0.09225093641531187,0.157158515763069,0.1980995988548835,0.056981379195466884,0.5837281390431844,0.7612694835286314,0.0041612107338784,0.0202847762807311,0.03890878430363343,0.01194887689047604,0.01969234032641739,0.0034858656260661966,0.33339294954992416,0.19428540575509817,0.3893678495056506,0.09348130514535324,0
15.703942862250607,14.919316779439505,0.10076485208219563,0.16165331612394496,0.21312119199953647,0.06475009184729506,0.3851579868248019,0.729643230094961,0.006287919247625976,0.04229314518742009,0.0500552470028057,0.01833729435123578,0.025089652010687136,0.0037225517918188086,0.5175478746837833,0.21756891894967392,0.37977567579869564,0.09512433285840582,0
12.874634904125603,24.017892116673938,0.1080938313774792,0.1002533736534087,0.18748629825870033,0.06493728972152928,0.38479409800813996,1.1417937221357748,0.007008111074262524,0.023395141412030765,0.02726671739617382,0.011640105244262225,0.01569703128938507,0.00315396757504055,0.3814671739617382,0.16350067657025716,0.3401207781353685,0.09805623528018598,0
19.215855470642776,26.533988989240356,0.09794286172331101,0.17869468704573352,0.1877118926713672,0.0624081885723958,0.5953255064307728,0.800529638093015,0.006185014057110175,0.02890258218077938,0.037386814901308775,0.011260936981792657,0.0148983991663109,0.003674499652629542,0.523687898906358,0.1827823400491622,0.3468219680419179,0.10486743278823574,0
18.344968778534877,17.30875887308341,0.09750170385263937,0.13645706091140997,0.1796688050425883,0.06407883412861919,0.6366436651362367,0.9017343760135831,0.0067579447365413515,0.026925181732536677,0.03974683514480262,0.013845539976745569,0.01515478144974414,0.004366210840630041,0.2955634333304898,0.16226434862010095,0.2614674707666132,0.0906035197785337,0
13.134410518980266,21.864430970971355,0.0983605098490885,0.09168729939830891,0.17854624539542338,0.06289734914877214,0.2055549962309296,0.660105047005036,0.0037302840721902693,0.016429658118906485,0.017902047446316433,0.007704740020757561,0.011723506933476142,0.0021279182574526507,0.4054627244668813,0.1645729729345004,0.3663062965965754,0.0991234594302203,0
18.70496301792673,25.10141048752923,0.10615012327357755,0.22671505792673435,0.21423950319563534,0.061340622995323474,0.8023311829033523,1.4588941305923617,0.0066893447680436355,0.032611650407248664,0.05173433008144973,0.011846274886593913,0.019784203494154336,0.004345027928799694,0.40686554174590855,0.18181709657833212,0.3354122464964928,0.09493782813367117,0
18.25182743979333,18.65756341360889,0.10457278267974297,0.14342401361487728,0.1925436398414901,0.05997030175365579,0.6300043853226815,1.1978800168767918,0.003533691718816545,0.022385524805133786,0.023201383010041106,0.008336843535525471,0.021064106570189305,0.00369765522971929,0.2349338456549033,0.14119950021017713,0.30864230706862916,0.0761603350729773,0
18.04155571049174,20.56210371403278,0.10080474420098218,0.12119690949540135,0.20890724603803826,0.06062694744577078,0.7327215212259464,1.2495546260508976,0.007805456837315142,0.02613432167550995,0.036503269818493556,0.01584678207613243,0.027562615312068422,0.0038623089732166644,0.23489838116425785,0.14912088997344217,0.3232382130809874,0.07650034196990113,0
21.872353221258564,22.049882047962896,0.10773764413352167,0.24452470644251711,0.17940235904074206,0.059818591453126166,1.0593881307301363,0.8700008303513618,0.005911784300451914,0.02842411721137557,0.040721401669302444,0.017716817411174045,0.013944237808632437,0.0039315056066276804,0.3342977573489277,0.23659295462041105,0.25326945415046265,0.08127718555147209,0
12.996522418810123,25.88814004144643,0.09899561337932106,0.0969979340011612,0.1770339773320802,0.06385934725628667,0.43176767546699085,1.5407046178248391,0.0074303296668649915,0.026265564243027853,0.03186087386305434,0.011509762019317717,0.016645009771900934,0.0039572875092967075,0.3277676028998132,0.1316839633722217,0.29234420124339294,0.09644646602579915,0
16.137079081341426,19.59782738117889,0.0957494642680465,0.14461181739832737,0.19295495317417963,0.058333492752904025,0.5861493416864725,1.00470835464086,0.010215170283238144,0.03420485326346879,0.052064172970132716,0.01960300594581216,0.020057650915586877,0.003590319508175909,0.29457229977901456,0.16150286985670198,0.28989379240892915,0.07411446636708775,0
20.505414558084045,27.815309459060582,0.09166493577446867,0.15526243674252127,0.14516683535327662,0.055912880498077855,0.5269141690071152,1.2043732973708683,0.005029038147355401,0.020663561698201598,0.03462949007538334,0.010980833010649133,0.013052401714462487,0.0028823059555123484,0.27508758269276623,0.1563784351906677,0.24386290385754059,0.0830759478347399,0
21.41786579606493,15.402680769234117,0.09921870622539275,0.18244427406070396,0.19369598711981703,0.06024057400713806,0.46326068551118654,1.272678307691906,0.004586772762076912,0.02454958119854454,0.03248211669049791,0.013224458640427065,0.016169979177095554,0.004006035584969175,0.2669372515203837,0.19454458640427064,0.2699028014310928,0.08360222032196976,0
19.465368355738597,18.901219464986063,0.11099649645075127,0.20421401414197082,0.18107797607853884,0.06368104680101519,1.059611745487255,1.1830723162477619,0.005857471100268749,0.031454412526577706,0.05443129495226942,0.016876359025184123,0.01901804188796537,0.004530790406427914,0.3890155084580912,0.18870767680619088,0.29525127946769847,0.09515845262721452,0
14.58123712852613,13.954563372739814,0.11246561940551401,0.13686399070819844,0.18050699319710503,0.06802724262438942,0.3456228431785637,0.6382896165411373,0.0050351423487250985,0.021854799427124635,0.029562694307051055,0.011085675356224917,0.014891973719981605,0.0036185085177169417,0.3561295615825043,0.15919574006419288,0.28840817346902914,0.10205875044755888,0
16.675142771432075,20.194186301864725,0.07647768571641479,0.045715047007763354,0.18426409744107294,0.05389467452655611,0.25094325083143937,0.6141576581630092,0.002922802717952125,0.016170519184689966,0.016780275582007544,0.0061259687574443476,0.019429775357806458,0.0018862967269126082,0.30328503404702933,0.0948716084938839,0.4572159643627197,0.07745475240716472,0
24.372280907568435,20.650508606831078,0.13128127935367437,0.3637931534160537,0.2441330203617261,0.06832592723040937,1.3424727114035127,2.4057507830555305,0.017428015458650872,0.0768410446182563,0.09816618742637583,0.017495968310450055,0.03688459312124777,0.00822903462575646,0.4225979655726757,0.23210467526790388,0.3201083528968557,0.08543818074680892,0
12.637696863142128,18.67600911689798,0.11383888317999731,0.12227981766204038,0.21972394305837684,0.07186032936743418,0.36530453604663776,0.9482510658298707,0.006139376408077013,0.02767445700400591,0.03425296299184386,0.011465610252611306,0.019551207988982498,0.004453061315037844,0.48099667272212904,0.1871076466032356,0.4244596241229044,0.12682508267062448,0
16.086150495625233,27.945301586231857,0.09187110822980556,0.11031762918316247,0.17678517944753447,0.060044519134716236,0.4348482537970971,1.0645234567069222,0.0058291653139345,0.03857965727051824,0.047327438565767585,0.01440510816241254,0.014524489722611653,0.0042846209319834395,0.3962804768804523,0.14913358030515447,0.27168830139560857,0.09214378024007261,0
20.789466514129288,20.749866628532324,0.09217147887470059,0.1690719919917876,0.20549354696972397,0.056124269909767176,0.9168110436021129,1.6401600457612138,0.005124937827408466,0.0355597019369992,0.04651068066869599,0.016645575164454363,0.025933717729661528,0.0031919601908398437,0.30808368222322413,0.16699049728292795,0.3123411296118723,0.07002969705412188,0
16.110717839646508,18.04389836300467,0.0974537065599901,0.09593905883658235,0.18659172015785921,0.06257583159280906,0.6915876637554752,1.3088030118230352,0.006677219225688605,0.019713795435627072,0.03052535531122827,0.011576573170006746,0.018688265790400154,0.003447746629230663,0.2364062592937353,0.12392580045469184,0.2845048349877076,0.08307741350261949,0
18.22,18.755307620426322,0.10915862271651502,0.15631323981547085,0.19992784010499873,0.06099831042379972,0.6939343897932442,1.2537690834204276,0.004198962506076883,0.025374086953231005,0.0268393637203314,0.009940348387654833,0.022188508177857277,0.004255718325644619,0.24486079477568626,0.1471727863601599,0.2953004160769991,0.08055646517117378,0
17.991252587019435,20.388148714344812,0.0950756933212083,0.10323002516577426,0.21200619394791229,0.05748295359074076,0.6909963044894736,1.264878190657302,0.00675560880380352,0.02119517602745074,0.032851873471683585,0.014412472805126577,0.035584712213309715,0.0033417152869782457,0.1975486006614387,0.1394013107565132,0.37606171761883866,0.07151940279123717,0
15.917631923920753,20.252728441073486,0.09664007723944021,0.09839438317749452,0.16683989718553324,0.05770640933045609,0.35094311399532385,1.1883719444807643,0.0051990019470597735,0.027873211219722367,0.029324845842594933,0.012161810236512187,0.01585658302275397,0.003046814689638557,0.3867720729988479,0.16824607505484898,0.33273249646557257,0.08885285721633722,0
20.388060053683216,28.842989059527387,0.1087812788801368,0.2578758619870186,0.21061462438844117,0.06347261828962143,0.7438119742117298,1.9864124966020629,0.0061824451498371505,0.044737538308655476,0.05688885510669662,0.01670313104783904,0.021319012401469137,0.004522398761553219,0.5633123197542231,0.21891433507749905,0.3403831875170362,0.09801255509311418,0
23.462186032742203,24.791606915539603,0.1084648207466188,0.25720635009919235,0.18845864945676916,0.05663134083306305,0.9100902886408029,1.0626171645105906,0.0069516154119427884,0.02655609076645728,0.04750399490808709,0.015539793540367072,0.016302660055064845,0.0035694073181565646,0.3001613623849362,0.22289645223364601,0.2724488409958941,0.07960552283963564,0
14.159316868394876,24.295599710815434,0.11655345507124466,0.132518904358798,0.21611874670592182,0.07030935693464362,0.4336043746358765,1.440696597402568,0.008627764252904634,0.03309558459855749,0.030656386622849453,0.014633074092223051,0.022452549919553495,0.005662120926336373,0.3771599710815435,0.15538713216257538,0.35343598264892606,0.10798264647036826,0
15.37066130173581,19.138713136086245,0.10687751550115179,0.174054283254103,0.1933883285161355,0.06688251824757208,0.4475669699332753,1.2557190343124456,0.006957049310996623,0.03887913651794004,0.061671997913233745,0.01556458010338856,0.0316346253703134,0.004288787464773372,0.345006790515994,0.15849588875169232,0.31812259075819904,0.08578378537078828,0
13.470539336230923,21.495168510469657,0.0858366905729215,0.03817607731335752,0.1830600764915334,0.05797834528646075,0.27752248518395695,0.8887663133152705,0.0039049253062068464,0.013199603737666233,0.015141933006724194,0.007740512651921417,0.013919895171869548,0.0017526863010695836,0.22283850817869724,0.11622202418019618,0.30168479478468385,0.07639606160413878,0
19.434036384434368,18.17462583403668,0.10518685258318561,0.17840004793216513,0.19170046079695024,0.059260363844343696,0.5184613687753951,1.0045764459819901,0.005367915231885853,0.02212972831504636,0.03232764699480728,0.014638887823729664,0.01634285748522975,0.0022073748849457987,0.3766376469948073,0.22511043056727797,0.35994943598685347,0.08044243410777654,0
15.27688534525644,17.25995960095013,0.13258750490987947,0.24049473594858656,0.2389377069051288,0.0757591920190026,0.6473021271259038,1.0629866290345071,0.01002626684700307,0.045540398267430865,0.04951284151236587,0.021065648348749702,0.018856241821992435,0.008538924599692743,0.4499072432136374,0.2212019913371543,0.3268985377783975,0.11871019627218152,0
15.59123286778951,20.728753459010388,0.10468768564667087,0.11284670247899536,0.1871971253711497,0.0626414389428398,0.9137900446185612,1.1842616466463047,0.006568580981279373,0.03147276784871293,0.03334798743412185,0.016088001888412695,0.018031465963557067,0.004270883712662563,0.37944452257788674,0.18634945470041064,0.32009753231032345,0.0963655213728599,0
19.598582864070806,18.146356331290693,0.11192647886248781,0.2502574982143924,0.2025744958555684,0.060778381206298165,0.7383052338828876,1.0480121455623643,0.004063117314910844,0.022722834732818442,0.040211742093165706,0.013025708567964596,0.016842874757066268,0.003311866491006004,0.3837020380891958,0.22452712816234743,0.36384130259470643,0.09211951586769232,0
19.433963142003577,25.11693071674141,0.10300394879670903,0.24756341983558694,0.21961683618086794,0.06138781979372154,0.5982437604931037,1.280949863004349,0.005405917915918667,0.03238851023542502,0.04890355391703813,0.010782967574737833,0.017096722517935044,0.003634056243347604,0.3982543617040158,0.17676036857996422,0.3347663037294399,0.08869224605156284,0
24.157127781982073,26.58601667971118,0.1129032376858843,0.354651532968087,0.2170815796199635,0.06101765269762437,0.9723678891691214,1.506670591616599,0.008974899929689119,0.05174119450082679,0.08768407654447988,0.024929244539960326,0.02074639932254859,0.005061256562440053,0.41856862887642626,0.27103245035220186,0.3081053226497817,0.08481705668536062,0
20.941450646898133,26.613396440232005,0.1115880137481089,0.2345794659860474,0.23082071195359885,0.0716799886677037,0.6876007202013215,0.9513573871767602,0.004951682687735291,0.047448127022318445,0.042111598713516746,0.01728735194556975,0.021171307450907496,0.005126588430022717,0.6888321681203847,0.27776510514837066,0.39599659381851204,0.11970735920275824,0
13.4142107554148,21.03010113593338,0.10065348377145164,0.10126818390608038,0.17255178076103714,0.06367641944549618,0.2089253113031102,0.5958354684252603,0.004938945463456942,0.020575490189666264,0.027100792787014064,0.011396107827345655,0.013209730304177653,0.0028756683167532647,0.4156876298348874,0.21198425863710807,0.2995029905491894,0.10478252080364393,0
20.68314054479982,30.474781347628255,0.1030201693052017,0.21409019254984013,0.19953672143516515,0.06157733760604962,1.011236022928604,1.6090699383507383,0.005261461432304308,0.03164940387206576,0.039359148474285274,0.011932966079025727,0.01711957681742883,0.0036997372531377684,0.4820081008026944,0.20162132315644693,0.3307397506838636,0.09725432628055107,0
20.0549414395608,17.95261920018645,0.1080172940837622,0.22141219202776075,0.19590132800642224,0.058565472642129704,0.839608227102506,1.0486579359993784,0.0043883804316869664,0.020215015202413526,0.03605069904400459,0.0127975292802196,0.015932310240876327,0.0029857423203138622,0.3359565984459502,0.21533537760884616,0.3394519504234723,0.08624497552565366,0
15.460008639270294,17.458707296407788,0.12242105550122029,0.2005877066512983,0.2228772166447211,0.0713518895683647,0.6125101624694284,1.0364464344131985,0.00881717862746823,0.04427598798053382,0.043158283972163425,0.018698102169926137,0.019217414592815573,0.007285480402294252,0.4839629467462922,0.21014703916211894,0.34205317681963837,0.11474755751833654,0
17.159109081519574,26.429690994584906,0.09245558259256964,0.10890236266281926,0.1657265470655884,0.05917098225009947,0.7546020207112916,1.371423610320089,0.008477274576637616,0.03088783533128399,0.03645743526605157,0.0157624725869242,0.018572200222877415,0.004134705488051195,0.31426580988939457,0.1631610899997906,0.2797654570657978,0.08595338236969223,0
11.566135335288873,17.31082707722227,0.11316015042901263,0.16687443610296301,0.2521440599457273,0.07559066167871865,0.28452285668303456,1.2963999983059167,0.006069478203886959,0.03930527823438046,0.04629186465906418,0.016792947347022105,0.04364481186491269,0.004570037593135798,0.5809281225455183,0.2079051130617546,0.5247804504399963,0.1151154888801737,0
14.619380943201138,16.73451579679971,0.11282532755201533,0.1516328437768789,0.21443449783200574,0.06804724376639834,0.384342153096192,1.0097185453677235,0.006730658878001156,0.027801204699990135,0.032338276366389876,0.013116945795198152,0.0168562239815962,0.004051741071679237,0.4452704855200124,0.19344446453604205,0.3596166195599949,0.10635111739200068,0
22.768561139727073,21.984284571080785,0.09310946462585701,0.1771315300751404,0.1810153249036728,0.05786606834111276,0.8010211747316127,0.7939375000201341,0.004539094430337804,0.026542369557901593,0.0312206738146491,0.015625089628877105,0.017816903009527447,0.0037622861715676855,0.3703186139525733,0.23802251920503745,0.3251523687689332,0.08943046014803727,0
16.871772569737676,23.82734787032686,0.11477088485635141,0.22829316078522868,0.2231849847150523,0.06345717464831312,0.5633564254992295,1.3148156510766664,0.007685488322566124,0.03266731200401552,0.05269872019657004,0.012323518239741846,0.02344252292742155,0.00390510527819492,0.38036858774181037,0.1935715223186853,0.381627805187977,0.08732437986652164,0
14.83880015203206,23.40344861270744,0.10779197567487017,0.158305081717233,0.17942395895134342,0.06667230034207214,0.30029635157870005,1.0466813941522353,0.007715832618752258,0.0437682534392696,0.04693466149696885,0.01697766328380137,0.023740762257584952,0.0040236820676360354,0.4321522341293746,0.16970552147452866,0.30850643899713537,0.08756649600915839,0
19.47091792571483,19.21756614928279,0.10650695182150673,0.1592885790434131,0.1780183585142966,0.058836340346490074,0.7305852941963579,0.7719445408321517,0.005016894018509563,0.02166848122223821,0.03504398592376777,0.013888469172888815,0.015007050430749558,0.0031349174978009178,0.3410707738220776,0.1994031992642728,0.32715341566400635,0.09205983115935225,0
14.382472467447002,22.802210987608433,0.09801278031136329,0.12503247888274852,0.18240931279798367,0.05789092677045443,0.27529586535215655,1.77465505239961,0.006862475623987757,0.022963656208396074,0.04216922972383528,0.013782476976790938,0.015494986154308603,0.0034543692918466732,0.234036884091228,0.1360977523023209,0.2622677529376401,0.07834649126720578,0
20.953585871800453,26.655696054894587,0.11163405229793129,0.2317706569106205,0.22933889634821333,0.07078651028086705,0.5892080523652379,0.8101377641367913,0.004391163027279026,0.042026752028169814,0.03565068211551022,0.014360949039008208,0.01707756807498762,0.004699849643252495,0.6772685717028599,0.2692082771014549,0.3932379257173116,0.11993357955623077,0
19.46774348607441,19.234628762350045,0.10605062612319645,0.15604271451108429,0.17795486972148822,0.05847723186216763,0.7101458709616078,0.7510408557999902,0.004961063561333687,0.021111763870299664,0.03389761640862134,0.013703558063834387,0.014801108659077354,0.0030461522293556914,0.337281286501327,0.19947859220573275,0.3287842840292718,0.09167135910835593,0
16.18501033966441,23.268479609521442,0.1006432762627881,0.21373925889247594,0.2251516943923753,0.0666897173825062,0.6370305791548959,1.3644133240587952,0.007243051399647624,0.04413881904604872,0.06588489371485334,0.019831099352740446,0.029913607132049134,0.004552948935183702,0.47862315330291966,0.229917070624901,0.4454088399218606,0.09751730499062757,0
16.679835031542975,21.47735069735706,0.0987626198806513,0.13646413742540706,0.19026565497016282,0.057354945647059834,0.45842774629155625,0.9596777013811248,0.005893897736061531,0.024457476023869742,0.03637779274680234,0.012202180825234762,0.026286027543049973,0.0026808733108269595,0.372132661278758,0.17835575686274135,0.4637701394714122,0.08577571422676827,0
19.980555555141144,19.57659624393884,0.08608881065522722,0.12116134586596952,0.1889583724480921,0.05235258998756661,0.5933593114260847,0.6731323160885263,0.004564559467984578,0.014831611896058517,0.026712848200920014,0.012520547730946156,0.019837323938829123,0.0018318818471962817,0.19474475752827902,0.1570071987815469,0.3136887324132773,0.0669551252132277,0
16.17657062818651,20.599559824041478,0.11436240896725484,0.17320197412158858,0.21117844471848202,0.07210219821464646,0.5317318127772156,1.1027769774162242,0.006969691876829036,0.027258091233367067,0.03496071761609561,0.013698195277098184,0.01688012138189983,0.0042043764171467825,0.4294247432221049,0.20676373216027655,0.361398772855271,0.11151724957022549,0
18.2550123462201,18.65331687170653,0.10354936608127407,0.14004412013909012,0.19087687214481358,0.059657119288356694,0.6096209841913508,1.1583411729808963,0.003497136070607058,0.02166258643410609,0.022704183728973055,0.008248267749012068,0.020496131590748576,0.0035547237068556704,0.2354575858228611,0.14207004130016107,0.3092969822785764,0.07578911653501262,0
16.248486582748875,19.39800712341664,0.1032053669004506,0.21924135831675565,0.2109381025594021,0.06594042222861941,0.3105532367319134,0.9753482260022946,0.008495682445827976,0.051689813087509376,0.07442305362451078,0.020627502245366733,0.025633917107189784,0.006010848917093832,0.44989273809274866,0.1768492305820156,0.3235064734638267,0.093621045373183,0
21.00959584728622,20.57588620349579,0.09811552040919806,0.16563224188039444,0.1648184690009084,0.057579790001838736,0.6699379317056049,1.3000347268335615,0.00532087401497718,0.021639248120330096,0.033197843731369095,0.014586032965961452,0.011800571206253895,0.0022845556543881268,0.3106588620349579,0.22583030033486928,0.24009762900826334,0.07448669450892335,0
15.375149820650318,13.565791042156233,0.112689639166382,0.2063818817256131,0.23584320794922825,0.07042837861367181,0.43355681841966104,0.6945734516719894,0.006380090419767975,0.04447204077537466,0.0581828278621975,0.01979003059615869,0.03121319476478362,0.004327801171108569,0.5259498126984148,0.22272100125993366,0.42419800853032463,0.09991108936501242,0
19.07141941564915,24.809858058435083,0.09090353949127904,0.21064038454273568,0.23112348916147613,0.06363680886008127,0.9807366295938174,1.692997285646849,0.006499612120520448,0.1003497570210547,0.09711176267642574,0.026586099152256702,0.05320949161138709,0.007719724448816895,0.7393738491863568,0.24826950423871647,0.4648793930201687,0.10377870876526274,0
13.134747295640071,21.955310702081878,0.09522125984344729,0.10035733489084271,0.19536404373410093,0.06421190587160656,0.27232800461431333,0.9478504603398075,0.005133034039745596,0.024811417265835443,0.03037864189274169,0.010938859310909273,0.015301242808327516,0.003453294200955489,0.3694367089160267,0.15448583430677668,0.32006710932797544,0.09790188999734196,0
20.58878233133429,27.64156880887152,0.09464756944540492,0.1680730888163607,0.15766325306440898,0.05837311879982287,0.5383709838882204,1.1311221527904471,0.00491581715839069,0.02428337840704446,0.03513370116385741,0.011556558443364168,0.013659158028743875,0.0032140825066430496,0.3416115834526341,0.17450143517033584,0.2662616297148715,0.08940872205138473,0
20.568542298944692,20.8485374879251,0.10433838501852581,0.20677050920752246,0.2107682295826713,0.062311091702229676,0.6974436348112675,1.0026042521428833,0.004607971097748782,0.02597761120492586,0.039773551179370065,0.014225170971863838,0.01917017504126962,0.002672682776928672,0.313385374879251,0.21524501517467257,0.30497259639158997,0.07564145289003571,0
22.146794911033016,21.915199434559224,0.10392128849148147,0.23259702539673743,0.1821502950036699,0.06076270942240969,0.9706745314181346,0.7168582262725054,0.004079184807208547,0.027909268330506786,0.034941401881596085,0.014875022432357289,0.01565552516692429,0.0037899202261763103,0.385221264830796,0.24226632044850482,0.2833065146473013,0.08640551809891459,0
13.100583381557817,15.567332023519867,0.13957932046856872,0.2068038437558642,0.19304127585396666,0.07689692569068748,0.3902889148311151,0.9274099433447816,0.007149528371757873,0.029171827342723767,0.05467076875117284,0.01391270657550529,0.015763352823378207,0.007080295319677027,0.409894968219153,0.19851302207393098,0.3165883554692834,0.14023044031176962,0
14.25,21.986361496231936,0.10236170041829537,0.18244673975006034,0.19246445017647532,0.06847892711866672,0.5446803740150148,1.1732418896784929,0.008064022605122095,0.055105675260416064,0.06105924088714776,0.015865589486310228,0.0182482192845564,0.005317260206095297,0.5482465688209207,0.16563725249451028,0.3128274330964521,0.10870945501287638,0
17.830901183047203,24.621140739296408,0.08776321545328386,0.0665109939136013,0.15273393696914414,0.054945345785664575,0.4345332953718309,1.4699368317733152,0.005844149010877582,0.01640319979416409,0.021204970792171002,0.00985803223219089,0.014452762014647567,0.0028993479259838842,0.21537467576707242,0.12265402827614191,0.2503399401109377,0.07947399401109377,0
27.36966960107328,21.298228490281854,0.11020720683724915,0.2926495470060879,0.1774438450153777,0.05728798817682075,1.178641584748498,1.4801591595445323,0.006114074395354215,0.025765195014069896,0.03660591338786917,0.01268915903121533,0.021144832362281804,0.003037762629500787,0.3610552746626384,0.2504192276434725,0.26528529459589645,0.07651994191073735,0
15.618083759852457,19.370761417311474,0.0810503184087702,0.056485444062973816,0.15948096654131094,0.05567720866295068,0.24657957580803092,1.0175774193144242,0.0032014906451466795,0.012366508394757834,0.01809998947463879,0.006193477599678575,0.012745673723688233,0.0016905807336925847,0.1994023558300799,0.09306047274529426,0.27731916634967113,0.07040967731559813,0
15.086416030730472,19.144487335585055,0.09412391439300394,0.08431492579692956,0.15914570438836664,0.059836111124444556,0.40760132731966575,1.2090075729253469,0.005143763507278412,0.017374272906548895,0.0313294123094226,0.009999614741134527,0.012099345943439312,0.0019260679574009184,0.22509678356445761,0.12028464699118216,0.23569011541160823,0.07221823353281373,0
20.141015351750244,28.177176285651154,0.09793463207694744,0.14448345154903855,0.17557941767139734,0.055353866595458864,0.7429919645903318,2.3754891499841615,0.005724571414607344,0.02371289043172459,0.038378270013433344,0.01625401695392578,0.01860303018454716,0.0024609149824408403,0.19846039157805614,0.16322225515042607,0.26074327147966225,0.0672034949491019,0
19.678200173990927,25.41024954829279,0.09988965250613853,0.23540802971229657,0.21269651167746792,0.061448199504795055,0.508307479756825,1.0715481983496555,0.005029130006022763,0.03208884953490887,0.044845304209242015,0.010260795263328574,0.015704750117109277,0.0033684797751501877,0.4447734086882237,0.17433949822663095,0.3383904877202558,0.09059474074836711,0
15.19083391282893,16.888960042845344,0.10460554629983179,0.13546090720968973,0.1878752329572301,0.06556212998272891,0.40855320784453986,0.6089207692524087,0.007128805221068687,0.02864278566702079,0.030816751968418585,0.012867746029521936,0.016508552126562197,0.00492774591119195,0.37460867291775335,0.1598023664169326,0.33593953784292896,0.10508547954193898,0
15.987991076482878,23.373684327630325,0.08242716118151991,0.04549042607236267,0.15880638035409503,0.056294046850432565,0.3839812492923969,1.1664766313919637,0.0051097718881663165,0.01340963668861768,0.018447367523095733,0.009912400106132844,0.017463857215855347,0.0030344684885842067,0.1621231343952271,0.10203769659254718,0.29218279978301187,0.08044356944620196,0
14.616706869377806,21.546941632020527,0.10774359242950601,0.1387728409554844,0.21884688799230295,0.0687712815140988,0.3019648057108389,1.0302977370170607,0.004228088096795388,0.02998527893264915,0.026502227018293786,0.013294111573059661,0.015564968737241792,0.0038230971318691433,0.5978605664261726,0.24561934173034067,0.41041839379397094,0.12238927434047481,0
